city_code;da_name;da_population;da_surface_ha;dvf_nbtrans;dvf_pxm2_median;dvf_surface_median;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain;anct_part_actifs_transports_en_commun_2022;anct_taux_annuel_evol_population_2016_2022
01073;Ceyzérieu;1064;1985.6;47;2313;91;46;2247;1;5938;91;160;30;34;204;7.1;0.26
01074;Chalamont;2533;3299.24;93;2389;87;59;2544;34;2005;100;67;24;173;427;5.9;0.93
01075;Chaleins;1505;1709.37;60;2463;82;32;2813;28;2419;114;70;26;276;378;2.3;1.72
01076;Chaley;129;463.59;10;1543;59;9;1625;1;702;60;57;7;4;122;6.7;-1.26
01077;Challes-la-Montagne;184;776.42;10;1773;81;10;1773;0;;81;;4;74;301;1.3;-0.7
01078;Challex;1632;871.43;50;4676;116;31;4713;19;4640;125;76;13;213;376;14.8;1.95
01079;Champagne-en-Valromey;831;1833.17;18;1737;100;16;1895;5;1622;100;60;10;43;136;2.8;0.02
01080;Champdor-Corcelles;665;3148.7;17;1556;94;17;1556;1;1714;94;70;10;23;1088;1.4;-0.05
01081;Champfromier;725;3192.15;20;2492;101;17;2562;10;1977;100;91;11;43;402;6.3;-0.46
01082;Chanay;574;1839.96;20;2301;85;18;2337;5;2168;91;92;12;28;801;2;-1.03
01083;Chaneins;1046;1272.92;40;2663;114;38;2694;4;2219;116;59;40;157;600;2.4;2.49
01084;Chanoz-Châtenay;989;1336.06;31;2401;108;31;2401;1;1214;108;70;12;77;983;3.5;2.09
01085;La Chapelle-du-Châtelard;388;1368.93;11;2482;100;11;2482;0;;100;;3;6;2367;9.5;0.17
01087;Charix;280;1858.06;13;1993;110;13;1993;0;;110;;5;10;800;5.5;-0.29
01088;Charnoz-sur-Ain;951;659.99;27;3400;97;25;3236;18;3180;102;52;20;245;685;9.3;0.04
01089;Château-Gaillard;2443;1606.78;66;2494;93;60;2530;9;3534;93;69;24;82;961;7.1;2.47
01090;Châtenay;373;1521.67;13;2072;104;13;2072;0;;104;;5;121;632;1.3;1.21
01092;Châtillon-la-Palud;1698;1409.8;57;2692;93;51;2697;6;2081;95;65;35;163;455;6.8;1.04
01093;Châtillon-sur-Chalaronne;5250;1808.06;203;2706;87;102;3031;101;2373;106;71;27;154;543;3.8;0.89
01094;Chavannes-sur-Reyssouze;726;1650.7;27;1767;103;26;1756;1;5325;105;60;6;17;571;0.9;-0.09
01095;Nivigne et Suran;820;3121.42;26;1732;92;24;1799;3;1321;88;100;11;34;483;1.1;0.35
01096;Chaveyriat;1078;1678.48;24;2637;95;22;2686;4;1761;95;103;5;83;801;2.3;0.83
01098;Chazey-Bons;1142;1557;43;2305;90;38;2335;8;1664;92;76;24;47;641;2.6;1.29
01099;Chazey-sur-Ain;1632;2208;50;2939;104;46;2943;5;1509;103;116;16;96;1195;5.8;1.07
01100;Cheignieu-la-Balme;131;596.09;15;1880;89;14;1864;1;2188;89;40;6;7;176;2.4;-0.75
01101;Chevillard;149;663.5;4;1926;128;4;1926;0;;128;;4;28;1745;1.1;-0.44
01102;Chevroux;990;1720.39;26;2070;100;25;2036;1;4111;100;36;23;56;998;1.4;0.41
01103;Chevry;2372;582.26;98;4953;94;51;5098;47;4801;125;64;32;312;666;2.6;5.77
01104;Chézery-Forens;433;4660.9;22;2193;83;13;2313;9;1641;89;47;7;33;1278;4.1;-0.89
01105;Civrieux;2016;2017.17;56;3532;98;39;3536;17;3528;106;68;15;315;554;4.8;3.6
01106;Cize;168;454.64;8;1944;93;8;1944;0;;93;;4;4;1762;0;0.48
01107;Cleyzieu;143;772.3;6;1264;110;6;1264;0;;110;;8;13;269;7.9;1.08
01108;Coligny;1360;1688.01;58;1630;95;47;1650;11;1276;102;62;13;38;210;5.3;1.45
01109;Collonges;2398;1633.03;122;4143;88;82;4236;40;3890;102;60;10;256;209;5.4;0.28
01110;Colomieu;159;588.34;5;1556;160;5;1556;0;;160;;6;18;151;1.6;3.82
01111;Conand;134;1533.55;9;2125;58;9;2125;0;;58;;9;10;382;8.1;2.11
01112;Condamine;480;453.91;13;2474;99;13;2474;0;;99;;6;30;856;0;2.39
01113;Condeissiat;839;2175.58;22;1892;96;19;1918;3;1489;100;82;4;62;621;3;-0.2
01114;Confort;668;1129.47;20;3059;98;13;3232;7;2936;127;83;9;50;279;9.2;1.45
01115;Confrançon;1356;1817.9;47;1971;108;37;2248;10;1661;109;92;12;31;1867;1.3;0.32
01116;Contrevoz;494;1423.66;31;1738;101;29;1755;6;1602;101;59;10;68;511;3.1;-0.37
01117;Conzieu;155;713.11;5;2400;113;5;2400;0;;113;;7;11;1078;3.2;0.23
01118;Corbonod;1333;3206.46;47;3056;90;38;3125;9;2793;97;58;37;25;979;3.7;0.78
01121;Corlier;116;554.59;5;578;114;4;577;1;578;122;45;1;41;24;5.2;0.44
01123;Cormoranche-sur-Saône;1179;994.41;32;2378;104;32;2378;0;;104;;21;25;800;1.9;0.69
01124;Cormoz;703;1967.43;28;1737;91;27;1656;2;3590;91;44;10;5;1150;1.3;1.03
01125;Corveissiat;601;2303.38;31;1458;96;31;1458;2;1783;96;83;11;26;410;0.7;-1.04
01127;Courmangoux;522;1503.91;18;1722;113;17;1708;1;2600;117;50;13;11;443;2.2;0.26
01128;Courtes;289;896.3;14;1769;106;14;1769;0;;106;;2;11;6288;2.3;-0.94
01129;Crans;326;1325.37;5;2199;101;5;2199;0;;101;;12;105;770;8.3;3.11
01130;Bresse Vallons;2388;2616.65;60;2041;103;59;2029;4;2144;103;84;22;31;1288;1.3;0.94
01133;Cressin-Rochefort;380;779.48;7;1574;96;6;2020;1;1417;95;120;8;67;942;3.4;-0.39
01134;Crottet;1847;1227.14;43;2171;104;40;2208;4;1411;104;41;24;117;620;2.6;1.03
01135;Crozet;2416;2724.74;69;5146;115;52;5031;17;5176;129;69;20;5;640;3.4;1.71
01136;Cruzilles-lès-Mépillat;984;1192.01;26;2139;115;26;2139;0;;115;;29;82;768;1.7;1.79
01138;Culoz-Béon;3453;2930.71;133;1933;83;92;1928;41;1935;89;65;28;21;799;5.5;-0.48
01139;Curciat-Dongalon;472;2397.19;21;1486;100;20;1498;2;1205;103;114;8;27;2551;1.7;0.7
01140;Curtafond;825;1274.4;17;2417;108;16;2340;1;6373;115;102;11;53;1328;0.3;0.74
01141;Cuzieu;424;486.45;21;2031;110;21;2031;0;;110;;26;35;980;3.4;-0.5
01142;Dagneux;4778;683.38;153;3134;90;101;3189;52;3010;100;70;29;190;637;9.1;0.12
01143;Divonne-les-Bains;10464;3388.66;585;6011;88;137;6651;448;5840;142;74;45;437;800;7.8;1.42
01145;Dompierre-sur-Veyle;1245;2914.56;33;2474;103;31;2479;4;2776;104;36;29;157;600;4.2;0.85
01146;Dompierre-sur-Chalaronne;456;477.49;18;2273;95;17;2074;2;3347;97;105;9;143;593;5.2;0.83
01147;Domsure;554;1528.72;17;1800;101;17;1800;0;;101;;7;15;1055;1.2;1.88
01148;Dortan;2074;1877.66;38;2275;98;34;2317;8;1884;99;64;17;36;857;0.7;1.45
01149;Douvres;1104;519.78;31;2626;120;29;2626;5;2194;120;60;21;154;518;6.9;0.85
01150;Drom;215;783.6;10;1657;100;10;1657;0;;100;;9;10;909;0.9;-0.15
01151;Druillat;1129;2087.09;37;2203;100;37;2203;0;;100;;16;56;415;1.7;-0.19
01152;Échallon;784;2815.41;18;2728;98;16;2728;10;1941;103;118;6;29;479;3.2;0.3
01153;Échenevex;2328;1644.74;97;5028;103;73;5066;24;4958;125;65;17;359;1030;3.1;0.42
01155;Évosges;142;1202.71;11;1467;116;11;1467;0;;116;;10;26;1507;2.9;-0.23
01156;Faramans;934;1123.17;17;3579;109;17;3579;0;;109;;16;203;656;7.9;2.06
01157;Fareins;2533;826.26;90;2883;108;84;2883;6;2876;112;72;33;152;646;3.7;2.29
01158;Farges;1082;1419.8;44;3979;104;31;4216;13;3767;125;75;25;100;513;3.6;0.84
01159;Feillens;3411;1489.6;101;2056;90;84;2098;17;1762;95;67;77;58;789;1.8;0.67
01160;Ferney-Voltaire;12094;478.65;545;4720;69;41;5103;504;4644;115;67;16;264;1450;24.7;3.03
01162;Flaxieu;71;292.05;4;1697;88;4;1697;0;;88;;6;128;138;6.7;-1.25
01163;Foissiat;2034;4013.96;72;1908;100;64;1924;8;922;103;82;25;19;1780;1.1;-0.31
01165;Francheleins;1597;1366.25;41;2933;100;41;2933;0;;100;;11;82;1034;2.9;0.2
01166;Frans;2582;808.91;118;2949;89;89;2841;29;3032;97;73;23;149;609;5.5;1.47
01167;Garnerans;711;862.93;20;2467;111;20;2467;0;;111;;15;139;570;2.9;0.77
01169;Genouilleux;701;410.48;13;2766;90;12;2787;4;2543;96;73;7;113;752;5.4;1.98
01170;Béard-Géovreissiat;1048;469.07;16;2451;100;16;2451;0;;100;;10;8;995;1;0.14
01171;Géovreisset;852;327.86;17;2027;101;14;2132;4;1751;102;99;3;53;390;1.3;-0.92
01173;Gex;13627;3193.77;676;4556;67;142;5316;534;4460;110;59;32;220;867;7.2;1.03
01174;Giron;174;943.76;8;2193;110;7;2174;2;11875;123;46;6;55;943;1.1;-0.56
01175;Gorrevod;815;688.56;22;2100;104;22;2100;1;1015;104;95;17;54;930;1.3;-1.59
01177;Grand-Corent;183;703.12;7;1104;103;6;1089;1;1104;115;41;5;17;2351;1.3;1.12
01179;Grièges;1910;1478.15;55;2353;95;53;2292;2;4757;98;56;13;30;1059;2.5;0.25
01180;Grilly;889;751.47;40;6029;138;23;5465;17;6342;155;104;17;274;755;3.4;1.3
01181;Groissiat;1205;619.27;21;2272;110;17;2279;6;1574;111;95;5;28;404;0.3;-0.1
01183;Guéreins;1512;447.83;51;2804;97;49;2770;5;4455;100;95;24;184;560;4.4;0.77
01184;Hautecourt-Romanèche;748;2141.96;41;1944;94;41;1944;0;;94;;10;6;953;1.7;-0.65
01185;Plateau d'Hauteville;4857;10638.44;167;1538;82;113;1745;54;1340;90;66;47;28;760;2;-0.19
01187;Haut Valromey;801;12179.88;37;1760;108;32;1616;5;2941;120;36;13;18;1188;1.8;-2.03
01188;Illiat;702;2040.87;13;2014;100;13;2014;0;;100;;6;83;655;2.4;2.08
01189;Injoux-Génissiat;1115;2961.65;32;2634;105;26;2752;8;1774;105;93;10;8;611;6.2;-0.35
01190;Innimond;95;1324.75;7;1258;120;7;1258;0;;120;;6;43;1038;2.6;-1.05
01191;Izenave;162;1314.12;5;1305;108;5;1305;0;;108;;4;26;608;0;-0.31
01192;Izernore;2299;2133.06;44;2114;90;42;2017;5;2433;91;67;20;91;612;0.7;0.04
01193;Izieu;225;776.81;9;2344;95;9;2344;0;;95;;8;37;939;1.2;-1.35
01194;Jassans-Riottier;6247;502.24;189;3054;89;117;3278;72;2741;100;68;11;119;291;7.5;-0.2
01195;Jasseron;1917;1894.55;68;2292;100;59;2449;9;1884;106;69;25;95;618;1.7;1.26
01196;Jayat;1261;1628.55;44;2014;94;43;2018;2;1836;94;73;9;48;1132;1.5;1.51
01197;Journans;387;244.09;11;2120;100;11;2120;0;;100;;12;2;632;0.6;1.32
01198;Joyeux;262;1660.12;3;2617;169;3;2617;0;;169;;3;2;133;5.1;-0.74
01199;Jujurieux;2260;1551.32;82;1918;86;68;1918;14;1889;90;61;41;49;611;3.9;0.21
01200;Labalme;204;893.12;8;1167;95;7;1122;2;1193;101;88;7;9;1098;0;-0.4
01202;Lagnieu;7411;2737.06;300;2389;90;179;2556;121;2041;97;74;83;55;639;3.6;0.54
01203;Laiz;1293;1039.1;26;2667;102;25;2596;6;2403;104;63;16;76;771;2;1.06
01204;Le Poizat-Lalleyriat;732;3322.26;26;2178;103;23;2179;6;2107;107;78;5;23;902;3.3;0.64
01206;Lantenay;260;650.51;8;1896;90;5;2183;4;1447;97;69;5;3;1258;0;-0.43
01207;Lapeyrouse;348;2019.16;6;2269;134;6;2269;0;;134;;3;12;2263;7;0.66
01208;Lavours;138;621.7;8;1767;116;8;1767;0;;116;;8;31;600;1.9;1.39
01209;Léaz;912;1142.31;32;3328;80;20;3541;12;3132;98;70;11;77;436;2.8;3.56
01210;Lélex;241;1773.54;63;2264;30;6;1638;57;2268;151;29;3;30;485;2.1;0.8
01211;Lent;1512;3174.09;45;2222;95;41;2290;5;1488;97;60;20;143;587;3.7;0.5
01212;Lescheroux;726;2023.52;34;1997;93;31;2035;5;1091;92;77;5;30;1092;0.6;-0.16
01213;Leyment;1441;1429.88;44;2612;94;41;2615;4;1436;96;65;21;180;466;5.3;1.64
01214;Leyssard;164;933.13;6;1897;106;6;1897;0;;106;;9;15;473;0;1.06
01215;Surjoux-Lhopital;138;805.1;5;2786;115;6;2229;1;4500;103;50;3;14;960;1.7;1.77
01216;Lhuis;886;2465.17;35;2075;100;34;2183;5;1410;100;67;17;55;844;0.9;0.02
01219;Lompnas;171;1264.32;9;1907;100;9;1907;0;;100;;8;20;542;0;-0.7
01224;Loyettes;3554;2127.66;103;2676;94;73;2779;30;2319;101;77;41;150;566;1.6;1.64
01225;Lurcy;406;478.9;12;3430;117;12;3430;2;2693;117;75;7;220;765;4.9;1.07
01227;Magnieu;651;1145.92;24;2269;94;24;2269;0;;94;;35;105;636;2.7;0.28
01228;Maillat;669;1151.84;12;2321;86;9;2214;5;4211;95;86;6;60;173;1.2;1.79
01229;Malafretaz;1257;925.91;26;2215;98;21;2214;9;2635;104;74;9;76;1373;3.4;0.65
01230;Mantenay-Montlin;331;1088.01;9;1593;95;9;1593;0;;95;;3;6;6775;3.3;0.53
01231;Manziat;2018;1272.18;43;2121;101;43;2121;1;4000;101;50;39;77;800;1.7;0.07
01232;Marboz;2264;4032.06;85;2000;103;66;1972;19;2267;111;74;21;60;652;3.2;0.27
01233;Marchamp;137;1321.22;6;1496;109;6;1496;0;;109;;5;24;602;1.7;0.5
01234;Marignieu;162;350.47;5;1563;64;5;1563;0;;64;;6;18;2698;3.8;-0.89
01235;Marlieux;1185;1722.59;37;2458;102;32;2543;5;2411;105;80;14;169;576;12.7;1.76
01236;Marsonnas;1039;1835.46;52;1806;110;49;1809;3;1196;110;46;10;23;841;1.1;0.88
01237;Martignat;1664;1308.09;36;1580;95;20;2141;16;1445;103;73;8;4;725;0.9;0.41
01238;Massieux;2843;315.45;76;3371;100;71;3368;7;3418;100;72;25;193;466;6.1;1.37
01239;Massignieu-de-Rives;650;916.31;25;2343;126;22;2352;4;2065;129;82;16;104;845;3.6;1.06
01240;Matafelon-Granges;623;2176.48;38;1917;88;37;1915;1;2258;93;76;12;2;726;0.9;-0.39
01241;Meillonnas;1426;1785.88;36;2129;100;35;2129;3;2283;100;90;23;82;670;1.9;0.63
01242;Mérignat;129;316.75;4;1125;100;4;1125;0;;100;;1;224;67;3;0.91
01243;Messimy-sur-Saône;1338;596.46;29;3103;105;29;3103;2;6441;105;84;10;139;452;5.7;1.36
01244;Meximieux;8247;1357.25;266;2908;85;145;2970;121;2817;101;65;29;214;423;13.9;1.12
01245;Bohas-Meyriat-Rignat;938;2342.28;21;1667;120;21;1667;0;;120;;22;44;881;2;1.02
01246;Mézériat;2172;1924.64;74;2050;100;58;2178;16;1813;103;77;20;72;963;3;0.35
01247;Mijoux;299;2205.63;72;2616;26;15;2969;57;2593;100;23;12;110;514;0.6;-2.23
01248;Mionnay;2294;2002.3;58;4008;91;43;4120;15;3695;98;60;13;37;694;12.9;1.34
01249;Miribel;10395;2445.57;350;3476;82;166;3793;184;3221;102;65;64;165;453;12.3;1.18
01250;Misérieux;2008;745.68;55;3086;105;55;3086;3;2600;105;85;20;213;472;4.3;0.61
01252;Mogneneins;841;852.74;27;2625;100;27;2625;0;;100;;11;130;531;4.1;1.05
01254;Montagnat;2186;1386.6;46;2891;115;45;2878;2;4901;114;90;14;31;1162;2.4;1.66
01255;Montagnieu;668;621.42;21;1706;91;21;1706;1;739;91;153;11;108;571;0.4;1.95
01257;Montanges;369;1368;16;2589;89;15;2750;1;2069;90;87;10;80;378;7.3;0.34
01258;Montceaux;1196;1006.72;36;2471;102;35;2465;1;5108;102;66;38;149;1069;5;0.28
01259;Montcet;709;656.68;18;2432;99;18;2432;0;;99;;11;94;700;0.5;0.96
01260;Le Montellier;336;1532.99;8;2756;141;8;2756;0;;141;;2;63;2273;5.9;1.95
01261;Monthieux;664;1076.21;14;3021;117;14;3021;1;1591;117;110;17;14;197;9.8;0.63
01262;Montluel;6895;4015.74;248;2760;73;92;3270;156;2601;102;64;14;228;424;13.1;-0.3
01263;Montmerle-sur-Saône;3799;413.59;141;2762;91;100;2863;41;2327;100;60;31;194;642;5.1;-0.06
01264;Montracol;1018;1467.76;26;2539;117;26;2539;0;;117;;7;28;782;2.9;-0.71
01265;Montréal-la-Cluse;3568;1246.11;81;1882;79;42;2084;39;1736;99;58;19;96;670;1.2;0.84
01266;Montrevel-en-Bresse;2743;1000.02;87;2143;83;43;2158;44;2023;99;69;15;12;720;2.1;1.3
01267;Nurieux-Volognat;965;1951.81;17;1983;100;16;1938;1;5333;100;45;24;163;450;2.2;-0.94
01268;Murs-et-Gélignieux;239;604.12;9;2869;100;8;2859;1;5556;107;72;11;31;1680;0;-1.07
01269;Nantua;3416;1453.12;123;1400;76;30;1518;93;1390;106;67;20;53;797;3.3;-0.25
01272;Neuville-les-Dames;1565;2627.22;63;1968;97;52;1966;14;2197;104;66;12;86;419;2.5;0.38
01273;Neuville-sur-Ain;1794;1989.57;69;2168;99;68;2176;7;1686;99;70;40;107;715;2.4;0.54
01274;Les Neyrolles;628;958.36;28;1723;90;23;1869;5;1030;95;70;2;10;622;1.6;-0.34
01275;Neyron;2421;530.01;90;3828;106;64;3899;26;3565;130;68;22;277;777;8.2;-0.19
01276;Niévroz;1662;1043.38;43;3221;96;39;3157;5;3533;100;73;13;185;835;4.6;0.74
01277;Nivollet-Montgriffon;122;846.1;9;1462;65;9;1462;0;;65;;8;77;181;3.4;0.14
01279;Oncieu;72;755.65;6;943;83;6;943;0;;83;;6;78;157;5.4;-4.35
01280;Ordonnaz;151;1479.23;13;1579;104;11;1345;3;5154;111;36;5;14;1099;1.5;0
01281;Ornex;5082;568.6;178;5390;88;67;5608;111;5334;114;69;23;111;998;15.9;1.82
01282;Outriaz;263;590.22;7;1429;113;7;1429;0;;113;;6;26;684;0;-0.19
01283;Oyonnax;22480;3612.33;550;1624;74;192;2053;358;1450;100;62;124;69;702;4.2;-0.13
01284;Ozan;732;658.5;22;2422;90;21;2382;1;3158;90;57;10;42;1023;0.3;1.13
01285;Parcieux;1315;316.31;35;3526;102;29;3573;8;3652;108;71;9;329;819;6.7;1.73
01286;Parves et Nattages;962;1585.98;34;2500;113;34;2500;2;2722;113;89;10;72;1002;3.1;0.11
01288;Péron;2916;2598.92;115;4346;89;53;4786;62;4103;113;73;33;318;590;4.6;1.94
01289;Péronnas;6444;1789.91;221;2293;91;152;2327;69;2200;100;61;37;123;1004;6.6;0.39
01290;Pérouges;1387;1932.3;27;3012;100;20;2987;9;3487;106;77;29;48;601;9.1;2.31
01291;Perrex;869;1119.19;26;2196;98;26;2196;0;;98;;25;81;700;0.5;0.73
01293;Peyriat;153;610.7;5;2717;92;7;1911;1;3667;93;60;6;46;1542;1.4;-1.48
01294;Peyrieu;940;1414.28;32;2292;91;31;2279;2;4117;91;80;21;92;455;5.6;1.05
01295;Peyzieux-sur-Saône;654;867.65;19;2556;93;17;2279;5;2916;100;82;8;90;991;3.8;-0.18
01296;Pirajoux;397;1303.98;11;1300;94;11;1300;0;;94;;3;3;2732;1;0.47
01297;Pizay;937;1122.3;17;2848;102;17;2848;0;;102;;13;280;482;9.8;2.48
01298;Plagne;159;605.52;6;2783;70;6;2783;0;;70;;4;15;3762;1.5;5.12
01299;Le Plantay;559;2077.03;23;2750;101;20;2820;3;2178;104;86;4;126;1128;7.6;0.48
01301;Polliat;2741;2024.57;108;2345;96;93;2391;15;2012;107;64;49;99;800;2.5;1.23
01302;Pollieu;167;364.81;5;2114;113;5;2114;0;;113;;6;46;742;4.3;0.61
01303;Poncin;1803;1992.21;63;1851;84;52;1863;11;1667;87;60;43;5;98;2.5;0.68
01304;Pont-d'Ain;2843;1123.61;118;2135;90;84;2283;34;1819;101;76;27;103;889;4.9;-0.3
01305;Pont-de-Vaux;2204;775.66;103;1792;84;56;1786;47;1795;100;66;15;45;452;1.4;-0.79
01306;Pont-de-Veyle;1594;195.67;54;1799;79;21;2083;33;1667;96;66;5;125;394;3.4;-0.19
01307;Port;832;428.83;27;2160;64;14;2054;13;2160;103;40;6;36;441;2;-0.24
01308;Pougny;871;757.22;52;3428;103;43;3412;9;3533;104;94;14;236;868;11.5;-0.48
01309;Pouillat;77;641.24;6;1292;73;6;1292;0;;73;;2;29;3725;0;-2.15
01310;Prémeyzel;244;762.42;8;1233;127;8;1233;0;;127;;4;116;546;3.5;-0.14
01311;Prémillieu;49;850.66;6;1480;82;6;1480;0;;82;;3;4;1010;0;0.36
01313;Prévessin-Moëns;9153;1208.95;395;5435;85;161;5673;234;5317;123;71;39;488;633;9.7;2.15
01314;Priay;1842;1573.54;71;2427;96;62;2432;9;2229;99;58;26;61;663;5.5;0.92
01317;Ramasse;336;958.55;16;1690;100;16;1690;0;;100;;6;14;94;1.3;0.56
01318;Rancé;775;959.54;23;2478;112;18;2878;5;1773;114;81;9;195;761;3.4;0.74
01319;Relevant;465;1236.37;12;2631;112;12;2631;1;12500;112;24;3;13;423;4;0.14
01320;Replonges;3956;1668.17;103;2318;95;88;2337;15;2011;100;60;57;73;750;2.4;1
01321;Revonnas;915;778.2;28;1865;122;25;1993;8;1513;127;62;18;90;676;2.4;-0.29
01322;Reyrieux;5358;1569.79;135;3500;105;121;3515;14;2897;110;81;39;64;832;7;1.9
01323;Reyssouze;996;962.87;30;2161;97;30;2161;2;2040;97;78;22;6;962;0.9;0.47
01325;Rignieux-le-Franc;1180;1509.69;23;3207;92;23;3207;0;;92;;16;221;497;10.6;2.49
01328;Romans;640;2210.3;22;2578;86;13;2564;9;2800;88;69;5;40;795;7.3;0.93
01329;Rossillon;166;807.91;9;1833;50;9;1833;1;854;50;48;6;2;333;1.6;1.16
01331;Saint-Alban;195;822.56;7;1148;104;7;1148;0;;104;;6;49;225;1.9;1.44
01332;Saint-André-de-Bâgé;841;271.49;26;2324;96;26;2324;0;;96;;18;88;863;3.4;1.66
01333;Saint-André-de-Corcy;3370;2097.6;86;3483;90;59;3431;27;3684;102;60;29;350;500;12.8;0.65
01334;Saint-André-d'Huiriat;667;906.81;18;2357;112;18;2357;0;;112;;8;10;497;1.2;1.82
01335;Saint-André-le-Bouchoux;409;929.76;13;2412;115;13;2412;1;2108;115;102;7;111;960;6.3;1.78
01336;Saint-André-sur-Vieux-Jonc;1229;2453.61;35;2481;93;30;2472;6;2719;107;61;20;152;579;1.7;1.29
01337;Saint-Bénigne;1359;1648.39;36;1771;103;35;1793;1;1611;103;90;11;35;864;2;1.25
01338;Groslée-Saint-Benoit;1227;2868.44;41;2008;102;40;1982;2;3536;104;95;20;11;1001;0.4;0.54
01339;Saint-Bernard;1590;320.82;44;3811;113;43;3845;6;2212;114;86;5;213;658;10.4;1.24
01342;Sainte-Croix;544;1067.9;13;2873;115;12;2846;2;3478;116;69;3;165;735;10;-0.54
01343;Saint-Cyr-sur-Menthon;1890;1704.05;51;2386;95;50;2387;2;3935;96;54;11;30;1222;1.9;0.98
01344;Saint-Denis-lès-Bourg;6160;1263.39;208;2363;97;165;2447;43;2096;100;73;21;113;900;5.9;1.17
01345;Saint-Denis-en-Bugey;2246;261.36;79;2143;88;57;2312;22;1758;91;69;23;207;466;8.2;-0.26
01346;Saint-Didier-d'Aussiat;843;1514.26;28;1980;103;28;1980;5;1278;103;69;13;40;1234;0.5;-0.66
01347;Saint-Didier-de-Formans;2203;660.18;59;3358;104;48;3591;11;1941;113;69;32;221;649;5.9;1.9
01348;Saint-Didier-sur-Chalaronne;2934;2515.15;93;2273;95;77;2370;16;1578;100;68;36;125;634;2.9;0.79
01349;Saint-Éloi;525;1411.89;17;2939;104;17;2939;0;;104;;8;70;1160;7.6;2.46
01350;Saint-Étienne-du-Bois;2584;2864.53;66;2132;96;55;2235;11;1733;105;62;13;58;732;1.4;0.52
01351;Saint-Étienne-sur-Chalaronne;1637;2110.06;51;2569;103;47;2600;6;1695;106;77;10;87;988;1.6;0.83
01352;Saint-Étienne-sur-Reyssouze;572;1400.17;14;1360;115;14;1360;2;2782;115;58;10;18;1309;0.7;0.23
01353;Sainte-Euphémie;1757;464.01;44;3269;106;42;3269;5;2954;108;66;15;356;447;6.8;0.83
01354;Saint-Genis-Pouilly;14432;980.82;534;4782;79;134;5271;400;4625;118;71;27;342;781;15.1;3.46
01355;Saint-Genis-sur-Menthon;490;1168.45;21;2373;110;21;2373;0;;110;;12;72;782;0.9;0.56
01356;Saint-Georges-sur-Renon;228;564.72;7;2688;117;7;2688;0;;117;;1;113;791;10;-0.38
01357;Saint-Germain-de-Joux;507;1147.81;18;1928;72;12;1887;6;1980;92;45;5;40;543;2.5;-0.07
01358;Saint-Germain-les-Paroisses;422;1637.52;16;1955;87;16;1955;1;6040;87;50;5;37;842;1.2;-0.43
01359;Saint-Germain-sur-Renon;264;1644.77;8;2409;111;8;2409;0;;111;;4;5;1532;7;1.83
01360;Saint-Jean-de-Gonville;2096;1223.75;75;4625;100;46;4671;29;4437;119;61;35;273;635;5.9;2.9
01361;Saint-Jean-de-Niost;1866;1406.33;69;3258;99;56;3175;13;3359;107;64;19;163;1004;7.3;4.53
01362;Saint-Jean-de-Thurigneux;863;1620.66;27;3218;114;22;3675;5;2914;120;66;28;389;510;3.5;1.6
01363;Saint-Jean-le-Vieux;1839;1531.12;45;2162;104;42;2131;6;2121;108;61;33;78;412;4.7;0.96
01364;Saint-Jean-sur-Reyssouze;762;2751.17;25;1835;100;25;1835;1;3208;100;53;5;8;1009;1.9;0.6
01365;Saint-Jean-sur-Veyle;1143;1130.19;31;2413;95;30;2381;1;4182;101;55;22;33;1038;3.1;0.47
01366;Sainte-Julie;1094;1144.59;23;2859;100;18;2914;5;2162;103;46;8;185;183;7.8;1.49
01367;Saint-Julien-sur-Reyssouze;679;750.35;37;1824;90;36;1812;2;1692;91;88;5;25;960;2.7;-0.26
01368;Saint-Julien-sur-Veyle;859;987.79;31;2474;111;31;2474;0;;111;;5;56;899;2;1.12
01369;Saint-Just;952;343.08;39;2500;106;34;2500;5;1946;115;72;5;61;804;3.8;0.64
01370;Saint-Laurent-sur-Saône;1810;51.58;114;2103;65;11;2143;103;2098;98;61;4;495;138;3.6;-0.18
01371;Saint-Marcel;1340;1167.47;30;3267;96;24;3316;6;3087;100;51;5;159;773;12.4;-0.04
01372;Saint-Martin-de-Bavel;428;858.82;15;1919;90;15;1919;1;1758;90;128;5;21;560;4.6;-0.27
01373;Saint-Martin-du-Frêne;1023;1950.42;21;2143;91;17;2143;7;2550;105;60;8;3;2313;0.6;-0.57
01374;Saint-Martin-du-Mont;2023;2813.14;67;2136;95;65;2136;4;2692;95;74;48;29;695;2.5;1.3
01375;Saint-Martin-le-Châtel;796;1266.5;29;2168;129;29;2168;0;;129;;6;40;1207;0.8;-0.13
01376;Saint-Maurice-de-Beynost;4332;695.53;137;2774;74;50;3491;87;2456;99;69;27;386;477;13.5;1.14
01378;Saint-Maurice-de-Gourdans;2903;2555;67;3132;95;59;3190;8;2672;100;74;37;192;500;5.6;1.81
01379;Saint-Maurice-de-Rémens;756;1034.05;35;2016;92;26;2017;9;1967;91;110;32;68;648;7.1;0.13
