city_code;da_name;da_population;da_surface_ha;dvf_nbtrans;dvf_pxm2_median;dvf_surface_median;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain;anct_part_actifs_transports_en_commun_2022;anct_taux_annuel_evol_population_2016_2022
59564;La Sentinelle;3103;387.39;82;1483;87;73;1491;9;1346;92;63;16;137;527;7.8;-0.04
59565;Sepmeries;640;597.27;16;1834;116;15;1817;1;1964;118;114;4;18;961;2.5;-0.68
59566;Sequedin;4675;396.58;130;2794;83;114;2765;16;3348;86;50;6;368;395;10.7;0.08
59567;Séranvillers-Forenville;416;727.7;13;1576;119;13;1576;0;;119;;3;1;2998;0.6;0.53
59568;Sercus;486;495.82;12;1822;121;12;1822;0;;121;;3;2;2313;3.1;1.39
59569;Sin-le-Noble;16076;1150.96;472;1415;82;410;1450;62;690;86;53;83;100;526;8.5;0.5
59570;Socx;869;802.32;31;1975;118;31;1975;0;;118;;11;23;1250;2.4;-1.12
59571;Solesmes;4142;2319.42;165;1024;90;160;1028;5;821;90;110;23;10;448;3.2;-0.75
59572;Solre-le-Château;1796;1373.52;71;1206;88;68;1205;5;1367;88;98;15;18;414;1.8;-0.39
59573;Solrinnes;142;539.88;8;1322;130;8;1322;0;;130;;4;20;822;1.5;0.84
59574;Somain;11766;1227.63;380;1432;81;326;1443;54;1379;85;49;38;54;642;6.1;-0.8
59575;Sommaing;397;358.6;6;1903;125;6;1903;0;;125;;6;35;484;2;-0.93
59576;Spycker;1718;946.43;35;2189;93;35;2189;0;;93;;32;178;592;1.5;-0.77
59577;Staple;756;998.03;24;1885;97;24;1885;0;;97;;8;107;421;3.5;1.22
59578;Steenbecque;1602;1196.92;50;1632;111;50;1632;0;;111;;13;142;448;4.3;-0.81
59579;Steene;1405;1030.48;50;1940;97;49;1921;1;3871;97;31;6;24;1135;1.8;0.61
59580;Steenvoorde;4332;3012.23;127;2024;92;119;2000;8;4119;96;61;30;31;400;2.5;-0.14
59581;Steenwerck;3450;2748.29;98;2178;98;93;2218;5;2078;100;71;21;20;1229;6.2;-0.7
59582;Strazeele;942;469.62;25;2375;89;25;2375;0;;89;;12;147;578;9.4;-0.12
59583;Taisnières-en-Thiérache;475;852.6;21;1548;98;21;1548;0;;98;;6;12;904;0.5;0.43
59584;Taisnières-sur-Hon;963;1618.19;36;1897;105;36;1897;0;;105;;7;7;3096;1;-0.31
59585;Templemars;3669;459.52;133;2811;92;107;2714;26;3150;97;58;12;66;481;11.5;1.32
59586;Templeuve-en-Pévèle;7202;1585.22;259;2865;90;224;2760;35;3275;95;55;66;102;603;13.8;2.75
59587;Terdeghem;519;889.84;11;2038;102;11;2038;0;;102;;6;55;3228;4;-0.93
59588;Téteghem-Coudekerque-Village;8247;3062.27;253;2559;103;237;2541;16;3204;107;69;54;65;591;5.7;0.32
59589;Thiant;2914;837.51;75;1584;88;74;1555;2;5442;89;53;12;24;2541;2.4;0.73
59590;Thiennes;920;755.06;17;1476;94;17;1476;0;;94;;4;24;1480;4.1;0.15
59591;Thivencelle;817;400.11;12;1466;106;12;1466;0;;106;;3;25;1989;2.1;-0.64
59592;Thumeries;4170;705.94;158;2146;93;153;2151;6;2300;94;70;46;293;504;4.9;0.78
59593;Thun-l'Évêque;788;568.95;24;1474;115;24;1474;0;;115;;15;104;529;0.9;0.59
59594;Thun-Saint-Amand;1106;368.8;34;1869;97;34;1869;0;;97;;8;10;1772;4.2;-0.43
59595;Thun-Saint-Martin;543;600.46;17;1505;95;17;1505;0;;95;;6;19;563;2.7;0.66
59596;Tilloy-lez-Marchiennes;536;550.09;16;2462;122;16;2462;0;;122;;15;4;1722;3.1;0.34
59597;Tilloy-lez-Cambrai;695;328.47;25;2063;105;23;2063;2;1806;100;255;6;51;1122;1;3.39
59598;Toufflers;3957;238.64;134;2683;92;130;2677;7;2898;93;45;8;133;525;4.5;0.17
59599;Tourcoing;98772;1512.84;3578;1827;75;2250;1822;1328;1829;82;61;91;385;166;17.9;0.29
59600;Tourmignies;936;206;27;3024;106;26;2960;1;7917;107;60;8;64;1579;2.4;1.07
59601;Trélon;2604;3913.03;72;1083;90;67;1033;5;2143;91;61;8;5;1243;3.1;-1.63
59602;Tressin;1386;189.51;50;3234;100;48;3252;3;1824;101;91;8;133;550;6;-0.2
59603;Trith-Saint-Léger;6019;687.13;190;1468;81;164;1380;26;2202;83;44;18;66;334;5.1;-0.54
59604;Troisvilles;805;846.18;28;1204;102;28;1204;0;;102;;7;4;1035;2.8;-0.57
59605;Uxem;1518;803.24;39;2457;101;38;2470;1;2457;103;29;24;165;605;2;1.29
59606;Valenciennes;43468;1382.29;2024;1909;70;917;1641;1107;2100;87;50;59;81;254;13.4;-0.27
59607;Vendegies-au-Bois;482;994.09;15;1467;118;15;1467;0;;118;;16;4;2224;3.6;-0.45
59608;Vendegies-sur-Écaillon;1123;655.09;24;2021;98;23;2032;1;1895;100;95;14;5;866;3;0.73
59609;Vendeville;1654;256.33;59;2906;94;51;2961;8;2261;94;73;6;749;345;4.3;-0.12
59610;Verchain-Maugré;1103;961.24;36;1535;111;36;1535;0;;111;;10;18;927;2.1;2.16
59611;Verlinghem;2682;1007.8;85;3636;106;81;3636;6;3771;110;48;16;206;983;6.7;1.53
59612;Vertain;535;578.75;21;1571;100;21;1571;0;;100;;5;29;2173;3.5;0.03
59613;Vicq;1464;400.14;40;1513;107;40;1513;1;5182;107;55;14;5;914;3.1;-0.38
59614;Viesly;1364;1062.36;45;1019;89;45;1019;0;;89;;10;8;1601;2.2;-2.13
59615;Vieux-Berquin;2628;2598.44;77;2051;115;77;2051;1;4744;115;78;18;126;383;6.2;0.84
59616;Vieux-Condé;10617;1102.42;256;1350;90;251;1345;9;2927;90;54;41;31;569;3.9;0.1
59617;Vieux-Mesnil;641;594.15;8;1810;115;8;1810;0;;115;;7;22;2505;2.2;0
59618;Vieux-Reng;938;1168.87;21;1316;123;21;1316;0;;123;;6;27;1150;0.5;1.32
59619;Villereau;1084;572.45;17;1922;110;17;1922;0;;110;;20;118;462;4.3;1.5
59620;Villers-au-Tertre;670;455.62;14;1668;115;14;1668;0;;115;;6;101;704;4.1;1.33
59622;Villers-en-Cauchies;1151;893.7;37;1364;86;37;1364;0;;86;;8;3;1884;0.6;-1.77
59623;Villers-Guislain;684;1130.32;18;1365;89;18;1365;0;;89;;17;2;2140;2.1;-0.29
59624;Villers-Outréaux;2117;709.33;58;991;102;58;991;2;2495;102;86;13;14;589;2.3;0.36
59625;Villers-Plouich;390;1100.34;10;1184;87;10;1184;0;;87;;7;9;1245;1.1;-0.83
59626;Villers-Pol;1197;1215.45;62;1881;96;62;1881;0;;96;;11;8;381;2;-0.4
59627;Villers-Sire-Nicole;1009;849.66;25;1575;105;25;1575;0;;105;;7;7;2182;2.2;0.47
59628;Volckerinckhove;573;991.68;22;1957;98;22;1957;0;;98;;6;1;1707;0.7;-0.29
59629;Vred;1302;342.95;57;1854;89;57;1854;0;;89;;10;71;289;3.9;-0.86
59630;Wahagnies;2613;568.85;96;2219;85;95;2207;1;4925;85;67;24;98;688;7.4;-0.06
59631;Walincourt-Selvigny;2081;1511.92;79;1041;98;79;1041;1;5931;98;25;12;3;861;2.1;-0.35
59632;Wallers;5633;2099.5;136;1698;91;133;1696;7;3030;91;66;29;30;866;5.5;0.37
59633;Wallers-en-Fagne;284;777.85;8;1293;113;8;1293;0;;113;;6;23;722;0;-0.83
59634;Wallon-Cappel;808;545.04;20;2069;91;19;2178;2;1782;91;59;8;121;539;6.6;-0.55
59635;Wambaix;381;623.42;14;1218;123;14;1218;0;;123;;14;50;1035;0.7;-0.53
59636;Wambrechies;11012;1546.3;454;3525;85;299;3409;155;3617;99;65;24;75;1087;8.2;0.69
59637;Wandignies-Hamage;1301;627.23;51;2124;99;51;2124;0;;99;;18;23;597;3.3;0.28
59638;Wannehain;1338;371.68;29;3235;110;29;3235;0;;110;;9;239;557;3.4;1.93
59639;Wargnies-le-Grand;1125;567.7;29;1750;118;29;1750;0;;118;;14;24;710;3.6;0.33
59640;Wargnies-le-Petit;771;521.45;15;1389;112;15;1389;0;;112;;6;6;2804;2.4;0.42
59641;Warhem;2020;2775.79;68;2042;104;67;2033;1;2735;105;66;15;50;960;2.4;-0.13
59642;Warlaing;603;393.81;11;1952;132;11;1952;0;;132;;8;53;1728;4.3;0.83
59643;Warneton;231;417.72;7;1620;86;7;1620;0;;86;;3;12;1370;1.9;-0.42
59645;Wasnes-au-Bac;604;521.51;15;1453;102;15;1453;1;3218;102;77;22;3;1060;1;-0.66
59646;Wasquehal;20726;686.73;736;3219;83;553;3250;183;3190;92;53;37;394;384;17.9;-0.04
59647;Watten;2564;776.83;92;1476;88;90;1468;3;3889;88;50;5;20;263;4.8;0.04
59648;Wattignies;15525;629.81;533;2406;83;319;2475;214;2096;96;53;29;148;246;18.2;1.41
59649;Wattignies-la-Victoire;240;633.16;10;1291;94;10;1291;0;;94;;3;28;1705;0.9;-0.28
59650;Wattrelos;40847;1365.94;1223;1935;80;1054;1923;169;1976;81;62;91;198;221;9;-0.19
59651;Wavrechain-sous-Denain;1599;236.82;46;1027;78;46;1027;1;1267;78;30;4;29;261;4.6;-0.49
59652;Wavrechain-sous-Faulx;440;381.5;14;1685;95;13;1670;1;11291;90;110;9;19;470;0.9;2.52
59653;Wavrin;7758;1358.55;236;2527;84;230;2531;6;2100;85;71;23;144;456;12.1;0.32
59654;Waziers;7266;432.59;174;1312;90;169;1306;7;2639;90;75;25;47;402;7.8;-0.37
59655;Wemaers-Cappel;225;416.5;17;2050;100;17;2050;0;;100;;3;9;730;3.4;-1.58
59656;Wervicq-Sud;5426;509.4;134;2722;90;101;2789;33;2557;94;65;27;332;512;3.6;0.1
59657;West-Cappel;644;763.08;27;2107;90;27;2107;0;;90;;7;46;317;2.3;0.91
59658;Wicres;581;280.85;12;2231;107;12;2231;0;;107;;8;113;293;4.4;2.84
59659;Wignehies;2804;1388.52;97;941;85;93;938;6;2071;86;39;11;13;451;2.2;-0.71
59660;Willems;2941;581.33;104;2854;97;96;2818;8;3375;98;45;24;131;985;5.1;-0.25
59661;Willies;128;411.63;7;1579;114;7;1579;0;;114;;0;;;0;-3.04
59662;Winnezeele;1261;1573.07;41;1918;110;41;1918;0;;110;;15;128;565;3.5;0.01
59663;Wormhout;5584;2736.81;174;2117;93;156;2059;18;2831;99;68;18;23;1991;2.5;0.14
59664;Wulverdinghe;334;291.61;8;1661;105;8;1661;0;;105;;4;5;3584;1.3;1.15
59665;Wylder;298;255.9;8;2196;106;8;2196;0;;106;;1;2;1475;2;0.34
59666;Zegerscappel;1562;1747.71;45;1884;105;43;1881;2;4787;107;45;9;68;943;4.6;0.08
59667;Zermezeele;252;493.43;15;1762;86;15;1762;0;;86;;5;35;996;1.6;2.52
59668;Zuydcoote;1630;260.33;52;2699;86;38;2541;14;3569;95;62;26;184;558;8.8;-1.29
59669;Zuytpeene;557;1186.42;13;2272;73;13;2272;0;;73;;13;3;631;4.1;0.5
59670;Don;1387;230.87;45;2272;90;42;2285;6;2155;94;53;9;74;734;14.5;1.16
60001;Abancourt;569;598.22;22;1486;90;22;1486;0;;90;;6;4;5246;2.7;-1.8
60002;Abbecourt;879;746.05;29;2209;104;28;2182;1;10933;107;47;12;47;1738;3.9;1.92
60003;Abbeville-Saint-Lucien;499;525.56;16;1903;108;16;1903;0;;108;;8;50;715;2.8;0.91
60004;Achy;408;1272.77;9;2175;63;9;2175;0;;63;;4;24;1386;4.6;0.25
60005;Acy-en-Multien;821;1145.05;40;2221;93;35;2232;6;1665;95;67;14;133;326;5.3;0.04
60006;Les Ageux;1153;509.76;43;2347;89;41;2347;4;1829;89;54;9;181;635;17.1;-0.5
60007;Agnetz;3058;1328.14;90;2283;94;88;2292;5;1740;94;82;29;34;1175;8.7;0.05
60008;Airion;409;682.22;15;1750;110;15;1750;0;;110;;7;8;1090;6.8;-1.11
60009;Allonne;1767;1536.77;44;2219;102;44;2219;1;6912;102;34;26;20;1162;4.9;1.94
60010;Amblainville;1805;2099.3;58;2779;92;54;2779;5;2671;97;63;9;37;2179;6.4;0.5
60011;Amy;419;1263.81;15;1640;86;15;1640;0;;86;;4;10;1053;1.1;1.33
60012;Andeville;3434;420.99;111;2500;90;105;2491;6;2643;91;50;6;143;707;10.1;1.12
60013;Angicourt;1345;496.31;42;2541;90;41;2566;1;1753;90;85;22;2;919;9.1;-0.75
60014;Angivillers;155;624.8;9;1688;94;9;1688;0;;94;;4;6;849;8.4;-2.32
60015;Angy;1124;358.32;38;2031;82;33;2108;5;1613;88;75;10;26;764;4.3;-0.79
60016;Ansacq;273;840.52;7;2096;109;7;2096;2;2913;109;40;5;1;2585;7.6;-0.18
60017;Ansauvillers;1134;704.84;36;1568;100;35;1567;1;1570;101;86;8;2;747;5;-0.88
60019;Antheuil-Portes;408;1080.82;12;1836;114;12;1836;0;;114;;8;15;1327;3.1;-0.08
60020;Antilly;273;366.48;11;2695;100;11;2695;0;;100;;2;350;798;11.8;0.19
60021;Appilly;498;446.82;16;1221;106;16;1221;0;;106;;7;5;554;7.9;-1.02
60022;Apremont;636;1369.11;43;3651;132;43;3651;0;;132;;6;178;985;12.7;-0.89
60023;Armancourt;548;204.8;10;2625;86;10;2625;1;7063;86;63;17;70;433;2;-0.85
60024;Arsy;832;735.03;24;2113;102;24;2113;2;3678;102;65;5;2;575;3.5;0.95
60025;Attichy;1857;1476.95;59;1912;77;56;1913;6;1981;78;53;11;58;466;5.8;-0.1
60026;Auchy-la-Montagne;562;804.31;14;1868;94;13;1860;1;8724;95;50;6;7;652;1.6;-0.44
60027;Auger-Saint-Vincent;515;1415.59;20;2590;93;20;2590;0;;93;;10;13;620;7.8;0.46
60028;Aumont-en-Halatte;567;682.65;12;3946;119;11;3939;3;4028;120;92;5;2;838;6.7;2.72
60029;Auneuil;2898;2757.34;73;2031;85;71;2031;5;1838;85;75;49;84;813;4.5;-0.18
60030;Auteuil;554;1212.81;18;2104;103;18;2104;0;;103;;11;50;1502;4.3;-0.3
60031;Autheuil-en-Valois;265;929.37;7;2311;88;6;2167;1;22000;96;25;4;33;1000;5.3;-0.87
60032;Autrêches;738;1303.31;19;1727;88;19;1727;0;;88;;6;16;923;0.6;-0.43
60033;Avilly-Saint-Léonard;852;1218.55;34;3879;120;32;3975;3;3031;127;65;6;20;657;22;-0.38
60034;Avrechy;1147;1251.54;33;2095;90;33;2095;1;941;90;101;6;23;612;6;0.06
60035;Avricourt;232;705.85;11;1610;90;11;1610;0;;90;;7;25;1103;0;-1.15
60036;Avrigny;404;608.88;23;2361;98;23;2361;0;;98;;7;97;1075;4.7;1.44
60037;Babœuf;508;722.58;11;1403;110;11;1403;0;;110;;10;11;2393;2.4;-0.38
60039;Bacouël;477;560.76;17;1518;80;17;1518;0;;80;;9;4;1315;10.9;-0.21
60040;Bailleul-le-Soc;645;1437.73;14;1635;90;14;1635;0;;90;;17;10;318;2.4;0.05
60041;Bailleul-sur-Thérain;2330;957.73;47;2172;91;45;2133;3;6825;92;63;27;15;870;3;1.72
60042;Bailleval;1483;802.07;35;2487;84;33;2487;2;6703;85;65;32;2;930;7.1;-0.09
60043;Bailly;599;428.12;21;1446;105;21;1446;0;;105;;4;58;834;2.2;-1.01
60044;Balagny-sur-Thérain;1628;680.81;54;2021;84;52;2021;6;2689;84;45;9;70;588;5.6;-0.68
60045;Barbery;528;762.57;19;2891;95;17;2899;5;2184;98;75;7;100;993;3.4;-0.97
60046;Bargny;324;759.73;8;2033;119;8;2033;0;;119;;5;170;515;4.1;0.05
60047;Baron;729;2163.35;20;2789;89;18;2789;2;2520;93;50;6;214;625;6.7;-0.6
60048;Baugy;286;725.03;9;2438;82;9;2438;0;;82;;13;35;666;9.4;2.35
60049;Bazancourt;100;319.43;8;1577;99;8;1577;0;;99;;3;2;5000;0;-3.68
60050;Bazicourt;388;382.87;12;2566;81;12;2566;0;;81;;4;76;597;6.1;1.93
60051;Beaudéduit;173;372.38;6;1989;76;6;1989;0;;76;;8;14;3961;2.3;-3.91
60052;Beaugies-sous-Bois;104;389.54;6;1957;60;6;1957;0;;60;;1;15;1622;2.1;0
60053;Beaulieu-les-Fontaines;563;1267.68;24;1396;92;24;1396;0;;92;;10;15;1140;6.2;-1.12
60054;Beaumont-les-Nonains;339;964.77;17;1854;121;17;1854;0;;121;;8;2;2526;5.8;-0.34
60055;Beaurains-lès-Noyon;341;382.41;13;1467;120;13;1467;0;;120;;9;26;1001;7.1;0.15
60056;Beaurepaire;63;514.88;2;1884;77;2;1884;0;;77;;0;;;6.7;-0.76
60057;Beauvais;55550;3293.72;1874;2000;66;739;2229;1135;1813;83;58;113;56;510;11.4;-0.03
60058;Beauvoir;239;1028.13;10;1697;72;10;1697;0;;72;;8;4;1221;1.8;-1.94
60059;Béhéricourt;192;529.48;8;1605;82;8;1605;0;;82;;2;3;5363;4.2;-1.39
60060;Belle-Église;730;782.04;22;3054;94;18;3054;5;2849;111;50;16;167;520;10.9;2.86
60061;Belloy;68;301.44;5;1874;97;5;1874;0;;97;;3;34;1384;5.4;-4.79
60062;Berlancourt;310;713.27;4;1467;107;4;1467;0;;107;;6;2;3763;1.3;-1.07
60063;Berneuil-en-Bray;813;1518.36;36;2261;92;36;2261;0;;92;;12;4;1045;5.6;0.77
60064;Berneuil-sur-Aisne;912;1051.75;34;1940;99;34;1940;0;;99;;20;11;1133;2;-1.19
60065;Berthecourt;1564;703.98;50;2454;87;46;2474;4;2381;88;53;17;11;562;4;-0.63
60066;Béthancourt-en-Valois;214;413;11;1696;84;11;1696;1;3812;84;69;7;1;2900;13.8;-1.68
60067;Béthisy-Saint-Martin;996;981.74;39;1973;82;38;1968;4;3295;86;29;8;47;471;3.8;-1.72
60068;Béthisy-Saint-Pierre;3111;651.29;103;2025;80;87;2047;16;1971;85;57;8;36;476;2.8;0.11
60069;Betz;1100;1554.21;26;2706;88;22;2706;6;2814;93;57;6;103;352;8.9;-0.91
60070;Bienville;495;353.99;12;2327;97;11;2113;1;5033;109;45;21;189;402;5.2;1.21
60071;Biermont;160;395.99;7;2121;66;7;2121;0;;66;;3;8;780;0;-0.29
60072;Bitry;308;660.38;11;2111;83;11;2111;0;;83;;7;14;1328;0.7;-0.53
60073;Blacourt;592;1150.9;15;2078;86;15;2078;0;;86;;10;8;3348;0.7;-1.48
60074;Blaincourt-lès-Précy;1189;827.35;27;3017;87;26;2942;3;2870;87;100;5;175;710;8.9;-0.07
60075;Blancfossé;143;517.44;5;1396;80;5;1396;0;;80;;2;83;1054;5.1;-0.23
60076;Blargies;498;1003.67;20;1470;79;20;1470;0;;79;;9;5;583;1.8;-1.05
60077;Blicourt;356;1461.54;7;1719;75;7;1719;0;;75;;4;4;1205;3;0.62
60078;Blincourt;125;283.44;5;1571;84;5;1580;1;1571;84;70;3;4;1346;3.5;3.9
60079;Boissy-Fresnoy;942;1599.8;31;2418;108;31;2418;2;2736;108;61;13;308;484;7.3;-1.08
60081;Bonlier;467;448.15;12;2290;96;12;2290;0;;96;;6;85;603;5;0.47
60082;Bonneuil-les-Eaux;787;1837.19;15;1613;93;15;1613;0;;93;;4;36;418;3.1;-0.69
60083;Bonneuil-en-Valois;986;1294.39;31;2125;101;31;2125;0;;101;;15;61;624;8.7;-1.1
60084;Bonnières;201;846.89;14;1600;107;14;1600;0;;107;;2;3;3285;2.3;3.26
60085;Bonvillers;189;587.69;9;1489;127;9;1489;0;;127;;2;7;881;6.9;-1.24
60086;Boran-sur-Oise;2135;1156.41;60;3013;89;50;3013;10;2982;102;61;6;16;536;9.7;-0.28
60087;Borest;367;1285.26;13;3545;102;13;3545;0;;102;;4;50;107;8.3;1.27
60088;Bornel;4832;2377.68;157;2850;81;127;2848;30;2994;86;53;40;182;662;14.1;-0.11
60089;Boubiers;382;1035.56;22;2455;109;22;2455;0;;109;;4;102;798;9.2;-1.12
60090;Bouconvillers;423;480.32;13;2770;94;13;2770;0;;94;;6;80;451;17.6;1.9
60091;Bouillancy;429;1359.3;11;2444;69;10;2513;4;2388;72;47;10;6;806;9.1;1.79
60092;Boullarre;194;755.69;6;1813;108;6;1813;0;;108;;0;;;6.4;-1.79
60093;Boulogne-la-Grasse;472;945.45;13;1757;81;13;1757;0;;81;;11;2;1721;3.7;-0.32
60094;Boursonne;303;350.36;12;2069;123;12;2069;0;;123;;5;66;1175;5.2;0.22
60095;Boury-en-Vexin;343;1116.12;14;2203;107;14;2203;1;3764;107;53;6;19;845;2;0.15
60097;Boutencourt;213;756.91;7;1833;96;7;1833;0;;96;;8;49;1114;4.2;-0.9
60098;Bouvresse;170;280.69;7;1875;80;7;1875;0;;80;;6;24;2118;1.1;0.91
60099;Braisnes-sur-Aronde;174;262.68;5;3000;65;5;3000;0;;65;;3;30;378;4.7;0.48
60100;Brasseuse;110;831.52;9;2609;125;9;2609;0;;125;;4;40;2607;0;1.38
60101;Brégy;627;1316.54;19;2767;83;18;2890;1;1816;82;98;12;320;300;5.4;0.45
60102;Brenouille;2105;431.23;65;2313;96;64;2278;3;2378;97;38;10;12;865;11.4;0.63
60103;Bresles;4029;2113.36;99;2121;80;92;2048;7;4444;81;45;67;138;450;3;-0.4
60104;Breteuil;4222;1725.26;138;1871;79;126;1799;12;4861;80;45;17;3;1285;4.6;-0.95
60105;Brétigny;435;517.76;20;1785;80;20;1785;0;;80;;8;18;494;5.3;1
60106;Breuil-le-Sec;2467;896.54;87;2273;90;82;2283;6;2240;90;53;17;26;730;7.2;-0.58
60107;Breuil-le-Vert;3183;736.37;111;2436;89;103;2450;8;2020;91;49;60;176;537;6.9;0.42
60108;Briot;302;646.91;7;1167;112;7;1167;0;;112;;4;2;6268;0.8;1.05
60109;Brombos;244;686.31;15;1765;75;15;1765;0;;75;;6;18;1808;0;-1.04
60110;Broquiers;231;292.03;7;1449;90;7;1449;0;;90;;1;1;803;1;-0.07
60111;Broyes;150;478.58;5;1029;77;5;1029;0;;77;;5;2;2660;0;-3.85
60112;Brunvillers-la-Motte;335;649.75;15;1582;95;15;1582;0;;95;;0;;;6.4;0.2
60113;Bucamps;209;584.62;7;944;98;7;944;0;;98;;6;44;900;6.7;1.71
60114;Buicourt;143;351.2;7;1670;99;7;1670;0;;99;;2;2;1219;0;0.57
60115;Bulles;830;1678.63;41;1762;80;40;1769;1;1418;80;67;12;8;931;2.8;-1.04
60116;Bury;2838;1701.71;113;1980;83;110;1983;5;2158;83;46;26;11;696;4.8;-0.6
60117;Bussy;305;388.13;7;1463;88;7;1463;0;;88;;3;23;554;2.1;-0.89
60118;Caisnes;518;622.09;10;1371;95;10;1371;1;7544;95;57;5;3;1225;0.9;-0.23
60119;Cambronne-lès-Ribécourt;1831;695.45;59;1690;86;58;1671;3;3021;86;48;10;49;343;4.4;-0.68
60120;Cambronne-lès-Clermont;1146;936.4;34;2095;99;34;2095;0;;99;;20;97;653;4.2;0.83
60121;Campagne;160;455.17;4;1389;87;4;1389;0;;87;;5;4;262;0;-0.61
60122;Campeaux;483;1142.02;19;1111;90;19;1111;0;;90;;6;25;1271;3.5;-1.15
60123;Campremy;469;1026.77;15;1964;84;15;1964;1;7429;84;35;5;32;1293;1;-0.72
60124;Candor;321;904.48;9;1038;106;9;1038;0;;106;;7;22;2702;2.2;1.26
60125;Canly;741;810.52;22;1873;94;22;1873;0;;94;;9;10;230;3.2;-1.12
60126;Cannectancourt;515;757.79;13;1672;124;13;1672;0;;124;;12;21;1320;3.1;0.1
60127;Canny-sur-Matz;415;692.11;14;1867;84;14;1867;0;;84;;14;28;1012;2.2;0.83
60128;Canny-sur-Thérain;222;595.5;5;2371;80;5;2371;0;;80;;2;10;1055;4.4;-0.44
60129;Carlepont;1393;1955.85;48;1720;92;48;1720;0;;92;;10;5;1090;1.8;-1.15
60130;Catenoy;1125;1261.16;41;2322;88;41;2322;0;;88;;6;46;427;4.3;0.57
60131;Catheux;100;1185.2;6;1385;105;6;1385;0;;105;;5;7;1478;5.8;-1.41
60132;Catigny;176;667.26;6;1325;120;6;1325;0;;120;;4;10;3679;3.6;-1.08
60133;Catillon-Fumechon;542;1329.61;18;1591;86;18;1591;0;;86;;14;9;775;1.6;0.44
60134;Cauffry;2649;473.6;87;2222;90;85;2238;2;1858;90;55;6;53;665;12.5;1.1
60135;Cauvigny;1669;1750.38;57;2400;88;56;2406;16;2029;89;78;10;4;1041;5.9;0.47
60136;Cempuis;467;938.51;20;1616;100;20;1616;0;;100;;6;9;1479;3.1;-1.58
60137;Cernoy;288;495.28;7;1867;85;7;1867;0;;85;;6;40;1907;0.7;-0.22
60138;Chamant;1043;1207.67;30;4031;84;26;4031;5;7131;90;30;14;331;462;4.7;2.22
60139;Chambly;9959;1289.04;330;3333;65;180;3251;150;3490;83;46;23;133;327;18.6;-0.31
60140;Chambors;300;669.66;15;2800;69;15;2800;0;;69;;6;8;2069;5.9;-0.7
60141;Chantilly;10591;1604.39;495;4000;64;72;4652;423;3962;121;60;9;358;230;33.2;-0.08
60142;La Chapelle-en-Serval;3084;1081.91;104;3222;77;60;3060;44;3466;103;45;8;103;1036;16.9;0.45
60143;Chaumont-en-Vexin;3338;1853.61;96;2581;78;72;2611;24;2258;88;46;46;126;648;16.1;0.62
60144;Chavençon;159;577.89;5;3333;45;5;3333;0;;45;;3;5;705;6.3;-0.99
60145;Chelles;471;908.69;18;2106;83;18;2106;0;;83;;6;9;3349;4.1;-1.62
60146;Chepoix;442;897.06;18;1523;88;18;1523;0;;88;;7;2;2178;6.3;1.58
60147;Chevincourt;772;812.29;25;2126;102;25;2126;1;12464;102;69;9;72;575;3.2;-1.71
60148;Chèvreville;399;1046.77;11;2384;89;11;2384;0;;89;;6;10;4262;7.5;-0.92
60149;Chevrières;2036;1264.84;69;2378;82;68;2338;5;2272;83;32;13;150;514;6.2;0.44
60150;Chiry-Ourscamp;1093;1335.9;28;1804;86;28;1804;1;3210;86;81;13;3;850;3.1;-0.96
60151;Choisy-au-Bac;3449;1593.78;119;2293;98;116;2287;17;4037;98;65;30;140;577;6.7;0.43
60152;Choisy-la-Victoire;252;1010.74;7;2887;100;7;2887;0;;100;;8;35;1618;10.6;0.91
60153;Choqueuse-les-Bénards;98;417.3;3;1417;106;3;1417;0;;106;;3;9;1243;5;-0.66
60154;Cinqueux;1630;678.86;63;2727;88;61;2754;4;2543;90;58;26;14;668;8.5;1.02
60155;Cires-lès-Mello;3978;1678.45;114;2314;86;97;2327;17;2209;90;43;12;2;494;8.1;0.1
60156;Clairoix;2208;474.18;75;2414;86;70;2404;11;2176;86;62;34;35;678;7.5;0.52
60157;Clermont;10564;580.78;400;2197;65;211;2247;189;2174;83;48;28;58;417;12.2;0.82
60158;Coivrel;249;614.82;7;1667;60;7;1667;0;;60;;6;2;2460;1.7;-0.66
60159;Compiègne;40761;5309.24;1569;2537;67;394;3071;1175;2348;100;62;73;262;561;18.9;0.23
60160;Conchy-les-Pots;734;973.42;22;1630;105;21;1556;1;7600;109;75;5;31;1368;2.8;1.22
60161;Conteville;71;365.01;4;1427;137;4;1427;0;;137;;3;5;1155;0;-1.34
60162;Corbeil-Cerf;357;394.23;9;2065;90;8;1938;2;2092;91;70;8;23;1136;8.3;-0.59
60163;Cormeilles;392;721.42;13;1708;82;13;1708;0;;82;;5;20;1310;1.6;-1.72
60164;Le Coudray-Saint-Germer;870;1356.78;18;1809;88;18;1809;0;;88;;4;23;1561;4.3;-1.32
60165;Le Coudray-sur-Thelle;554;377.85;15;2215;101;15;2215;0;;101;;8;9;1720;7.4;0.4
